<<<<<<< HEAD
Fecha;Hora;Día;Nº Incidencia;sitrem;Carretera;MC30;Calzada;Localización;Enlace;Tipo de accidente;Tipo de colisión;Nº Vehículos implicados;Nº Turismos;Nº Motocicletas;Nº vehículos pesados;H.L.;hl;hg;vm;Daños al mobiliario urbano;Circulación;Estado del Firme;Presencia Recursos Externos;Corte Carril;Vertido;Grúa usuario;Grúa Propia EMESA;Grúa Movilidad;Factores Atmosféricos;Visibilidad señalización;Señalización de Peligro;Visibilidad restringida por;Aceras;Árboles;Vehículos denominación;Descripción del accidente;Daños causados al viario;Materiales utilizados;Observaciones;;
04/11/2016;22:51;;20161104-0051;T-P-ACC-01;M30;18RM51;EXTERIOR;Ramal;Túnel;Salida de vía;;1;1;;;;;;;No;Densa;Mojado;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón/AIAM Portugal;Vehículo que se golpea sin daños a patrimonio. Sacamos al exterior;;;;;
05/11/2016;03:15;;20161105-0004; C-E-ACC-01;M30;31NC50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Contra mediana;2;2;;;;2;;;No;Fluida;Mojado;P. Municipal y SAMUR;Si;No;Si;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Accidente en carriles izquierdos. Herido trasladado sin pronóstico. Grúa movilidad y grúa usuario;;;;;
05/11/2016;06:38;;20161105-0007;C-P-ACC-01;M30;31NC50;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Aviso de accidente en carril central, cuando estoy haciendo corte desde 31NC10 pasan vehículo al carril derecho. Recojo corte de carriles izquierdos y corto derecho. Bomberos se persona en el punto y no actua. Vehículo retirado por Ollero. Sin ocupantes;;;;;
05/11/2016;09:21;;20161105-0010; C-E-ACC-01;M30;32RJ30;EXTERIOR;Ramal;Superficie;Salida de vía;Contra mediana;2;2;;;1;1;;;No;Fluida;Mojado;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;2 vehiculo colisionan contra el muro sin chocar entre ellos. Un herido leve dado de alta en el lugar;;;;;
05/11/2016;11:35;;20161105-0013;C-P-ACC-01;M30;31NC10;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente sin heridos en carril derecho;;;;;
05/11/2016;13:39;;20161105-0017;T-P-ACC-01;M30;17XC95;EXTERIOR;Tronco;Túnel;Salida de vía;;1;1;;;;;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal / AIAM Calderón;Accidente de un vehículo golpeando con el bordillo en hastial derecho en 17XC90, quedándose entre carril derecho y central derecho. Cortamos ambos carriles y cargamos con C-10;1,5 metro de bordillo;;;;
05/11/2016;13:50;;20161105-0018;C-P-ACC-01;M30;00XC20;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Mojado;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Aviso de accidente en carril derecho, según nos informa Policía 3 vehículos implicados, a mi llegada solo hay uno en el punto. Sin daños ni heridos, corto carril derecho hasta retirada de esta en Grúas Ollero;;;;;
05/11/2016;14:33;;20161105-0021;C-P-ACC-01;A2;04AT50;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Mojado;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión por alcance sin heridos ni daños en carril derecho. Corto carril hasta retirada de estos por sus medios una vez realizados los partes. ;;;;;
05/11/2016;15:17;;20161105-0023;C-P-ACC-01;M30;31NC50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente sin heridos en carril derecho. A mi llegada retiramos los vehículos a la calle Arturo Soria por orden de Policía;;;;;
05/11/2016;15:44;;20161105-0024; T-E-ACC-01;M30;18RM23;EXTERIOR;Ramal;Túnel;Salida de vía;;2;2;;;;1;;;No;Fluida;Mojado;P. Municipal y SAMUR;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal / AIAM Calderón;Colisión lateral de vehículo 1. Cuando estamos cargando y recogiendo con C-10 se accidenta otro vehículo 2. También por salida de vía 100 metros aguas arriba del ramal. Saca híbrido Portugal. Usuario vehículo 1 trasladado al Hospital 12 de Octubre;;;;;
05/11/2016;16:06;;20161105-0026;C-P-ACC-01;M30;31RJ30;EXTERIOR;Ramal;Superficie;Salida de vía;Lateral;1;1;;;;0;;;No;Densa;Mojado;P. Municipal;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente en carril derecho. El vehículo se queda en carril izquierdo. Se corta carril izquierdo. No hay ocupantes en el vehículo;;;;;
05/11/2016;16:16;;20161105-0027; C-E-ACC-01;M30;31NC40;INTERIOR;Tronco;Superficie;Salida de vía;;2;2;;;1;1;;;Si;Congestionada;Mojado;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;2 salidas de vía independientes con heridos y daños a patrimonio. Corto carril derecho 31RE hasta que SAMUR atiende y traslada (leve) a usuario del vehículo 2 al Hospital La Paz. Vehículo 1 con grúa propia y 2 también. Dejo señalizado por orden de Policía el 31NC30;10 barreras/3 bases/14CPNs y 3 hitos;;;;
05/11/2016;17:00;;20161105-0029; C-E-ACC-01;M30;32RA30;INTERIOR;Ramal;Superficie;Vuelco;;1;1;;;1;1;;;Si;Fluida;;P.M., SAMUR y Bomberos;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente en carril izquierdo. Muro desplazado en margén izquierdo;1 muro desplazado;;;;
05/11/2016;19:10;;20161105-0032;C-P-ACC-01;M30;31NC80;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Mojado;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Alcance entre vehículos en carril derecho;;;;;
05/11/2016;22:35;;20161105-0037;;M30;20RE20;EXTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V2;Controlado por policía turno tarde.;5 barreras - 3 CPN´s (4 barreras + 2 CPN´s margen izq)(1 barrera + 1 CPN margén derecho);;;;
06/11/2016;03:02;;20161106-0005;C-P-ACC-01;M30;08NL00;INTERIOR;VS;Superficie;Colisión de vehículos;Lateral;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente en carriles derechos. Sin heridos, los vehículos se retiran por sus medios. ;;;;;
06/11/2016;11:20;;20161106-0009;C-P-ACC-01;M30;08XC70;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión de vehículos sin heridos en carril derecho. Se cierra carril derecho.;;;;;
06/11/2016;11:55;;20161106-0010; C-E-ACC-01;A4;04UT80;ENTRADA;Tronco;Superficie;Colisión de vehículos;Lateral;2;2;;;1;1;;;Si;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Señañozar vehículos accidentados en carril derecho. Se efectúa limpieza y se dejan los daños señalizados. Herido leve trasladado al Hospital;;;;;
06/11/2016;15:35;;20161106-0012;C-P-ACC-01;A4;04UT60;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Señalizar vehículos accidentados en arcén derecho;;;;;
07/11/2016;07:44;;20161107-0004; C-E-ACC-01;M30;05XL90;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;2;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M4;Alcance leve de dos vehículos en arcén derecho. Conductor de vehículo 1 con dolor cervical indispuesto para conducir. Solicita SAMUR;;;;;
07/11/2016;08:55;;20161107-0007;C-P-ACC-01;M30;04XL00;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M4;Accidente por alcance. A la llega solo hay un vehículo y el otro se ha marchado. Retirado por grúa de usuario;;;;;
07/11/2016;10:25;;20161107-0011;C-P-ACC-01;M30;12RL10;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Señalizar accidente en carril izquierdo, no hay heridos, se corta carril izquierdo;;;;;
07/11/2016;16:20;;20161107-0024;C-P-ACC-01;M30;25NC40;INTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;A mi llegada estan los coches en carril derecho con Policía tomamdo datos. Señalizao ( se dieron contra el muro del lado izquierdo);;;;;
07/11/2016;19:15;;20161107-0030; C-E-ACC-01;M30;04NL50;INTERIOR;VS;Superficie;Colisión de vehículos;Contra mediana;2;;2;;;2;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V1;Caída de dos motoristas. Una moto colisiona contra el muro y al frenar cae al suelo en carril derecho. A 19:25 retiramos al arcén. Herido trasladado al Hospital de la Princesa con pronóstico reservado. ;;;;;
08/11/2016;08:18;;20161108-0007;C-P-ACC-01;M30;09XL70;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente entre 1 turismo y 1 motocicleta por alcance ocupando ambos el arcén derecho. Sin heridos y sin necesidad de grúas.;;;;;
08/11/2016;16:17;;20161108-0038;C-P-ACC-01;M30;10XL70;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;4;4;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente entre 4 vehículos por alcance ocupando los carriles derechos. Sin heridos ni daños al patrimonio. Son retirados por sus grúas.;;;Cortados 2 carriles derechos desde las 16:23 h hasta las 17:05 h;;
08/11/2016;18:09;;20161108-0040;C-P-ACC-01;M30;19XC30;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente entre 2 vehículos por alcance ocupando el arcén derecho. La grúa de M-30 llega al punto al mismo tiempo que la grúa del seguro.;;;Cortado el carril derecho desde las 19:00 h hasta las 19:15 h;;
08/11/2016;18:40;;20161108-0041;C-P-ACC-01;M30;08NL30;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente entre 2 vehículos por alcance en el carril central, Policía Minicipal los traslada al arcén derecho. ;;;Cortado el carril derecho desde las 18:47 h hasta las 19:00 h;;
08/11/2016;19:13;;20161108-0045;C-P-ACC-01;M30;07XL00;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / M3;Accidente entre 2 vehículos por alcance ocupando el carril izquierdo, el vigilante los traslada al arcén derecho.;;;Cortado el carril izquierdo desde las 19:13 h hasta las 19:18 h;;
08/11/2016;19:40;;20161108-0047;C-P-ACC-01;M30;24XC20;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;4;4;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente en carril izquierdo,Señalizo con policía, los pasamos al arcén derecho pk 3+800;;;Cortado el carril izquierdo desde las 19:45 h hasta las 20:20 h;;
08/11/2016;19:55;;20161108-0048;C-P-ACC-01;M30;01XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M2/V1;Señalziar vehículosaccidentados en los carriles derechos.;;;Corte carril 20:03 - 20:35;;
08/11/2016;20:55;;20161108-0050;C-P-ACC-01;M30;02XL60;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;Si;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Señalziar accidente por alcance en carril izquierdo.El veh 1 por su grúa y el veh 2 por Grúas Ollero.;;1 k Sepiolita fina;Corte carril izquierdo 21:05 - 21:31;;
09/11/2016;14:35;;20161109-0008; C-E-ACC-01;M30;10XL80;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;2;2;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V1;Señalizar accidente por alcance en carri derecho sin daños al patrimonio y con un herido leve dado de alta en el lugar.;;;;;
09/11/2016;22:11;;20161109-0015; C-E-ACC-01;M30;04RH00;EXTERIOR;Ramal;Superficie;Otros;;1;;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Caída de motorista sin daños ni heridos.Se corta el ramal 04RM hasta que el herido es atendido y trasladado por Samur (leve).Se queda policía con moto hasta la retirada de esté por su grúa propia en isleta 04XL70;;;Corte total ramal 04RM 22:21 - 22:35;;
10/11/2016;07:50;;20161110-0005; C-E-ACC-01;M11;00MT70;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;M4;Accidente por alcance de 3 vehículos en carril izquierdos.Herido coche 2 con dolores cervicales.;;;;;
10/11/2016;08:00;;20161110-0006;C-P-ACC-01;M30;31NC70;INTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;1;;1;;3;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Señalizo colisión lateral sin heridos.;;;Corte carril derecho 08:05 - 08:15;;
10/11/2016;09:06;;20161110-0011;T-P-ACC-01;M30;19NC06;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;Colisión de 3 vehículos en carril izquierdoa nuestra llegada solo queda 1 veh ,cortamos dicho carril.Solicitamos grúa C-10,cargamo9s el vehículoy lo retiramos de calzada.Llegada de la C-10 a las 09:43.;;;Corte carril 09:13 - 09:51.;;
10/11/2016;12:40;;20161110-0021;C-P-ACC-01;M30;03XC30;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Señalizo accidente con un herido trasladado en el arcén derecho;;;;;
10/11/2016;12:47;;20161110-0022;T-P-ACC-01;M30;14XL89;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;Accidente,colisión de 2 vehículos por alcance.Salen por sus medios.;;;Corte carril derecho 12:50 - 13:00;;
10/11/2016;14:30;;20161110-0025; C-E-ACC-01;M30;11XL20;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;M3/V1;Accidente en carril derecho.1 herido leve trasladado por SUMA al 12 de Octubre.;;;Corte carril derecho 14:40 - 16:30;;
10/11/2016;17:28;;20161110-0031;C-P-ACC-01;M30;08NL10;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3/V1;Accidente en arcén derecho.;;;;;
10/11/2016;18:53;;20161110-0037;C-P-ACC-01;M30;06NL60;INTERIOR;VS;Superficie;Otros;;1;;1;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3;Accidente en carril derecho.;;;Corte carril derecho 19:04 - 19:25;;
10/11/2016;20:07;;20161110-0040; C-E-ACC-01;M30;06NC20;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V1;Señalizar accidente por alcance en el carril central.Sin daños al patrimonio, y con heridos leves atendidos por SUMA dado de alta en el lugar.;;;Corte carril derecho 20:13 - 21:33;;
11/11/2016;01:20;;20161111-0001; C-E-ACC-01;M30;29NC40;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Aviso de accidente entre 2 vehículos por alcance ocupando el carril izquierdo. 1 herido trasladado por el Samur al hospital.;;;Cortado el carril izquierdo desde las 01:28 h hasta las 02:12 h;;
11/11/2016;08:25;;20161111-0012;C-P-ACC-01;M30;30XC80;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;4;4;;;;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;Si;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente entre 4 vehículos por alcance ocupando el carril izquierdo. Cuando llega el vigilante quedan 2 vehículos y hay 1 herido que es trasladado con pronostico reservado.;;Sepiolita gruesa;Cortado el carril izquierdo desde las 08:25 h hasta las 10:20 h;;
11/11/2016;11:15;;20161111-0021;C-P-ACC-01;M30;05NL00;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente entre 2 vehículos por alcance ocupando el carril derecho. Sin heridos ni daños al patrimonio.;;;Cortado el carril derecho desde las 11:15 h hasta las 11:40 h;;
11/11/2016;13:28;;20161111-0025;C-P-ACC-01;M30;10XL00;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2 / M1;Accidente entre 3 vehículos por alcance en el carril derecho. Sin heridos ni daños al patrimonio.;;;;;
11/11/2016;14:36;;20161111-0029;C-P-ACC-01;M30;10NL90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;4;4;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3;Accidente entre 4 vehículos por alcance ocupando el arcén derecho. Sin heridos ni daños al patrimonio.;;;;;
11/11/2016;14:52;;20161111-0030;C-P-ACC-01;M30;09XL40;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente entre 2 vehículos por alcance en el carril izquierdo, son trasladados al arcén derecho. Sin heridos ni daños al patrimonio. Ambos vehículos se retiran por sus medios.;;;;;
12/11/2016;07:10;;20161112-0005; C-E-ACC-01;M30;19NC80;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;2;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Accidente entre 2 vehículos por alcance en el carril izquierdo, 2 heridos sin pronosticar trasladados al hospital.;;;Cortado el carril izquierdo desde las 07:22 h hasta las 08:40 h;;
12/11/2016;12:00;;20161112-0010;C-P-ACC-01;M30;08XL20;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente entre 2 vehículos por alcance ocupando el arcen derecho. Sin heridos ni daños al patrimonio, ambos vehículos se retiran por sus medios.;;;;;
12/11/2016;17:22;;20161112-0017;C-P-ACC-01;M30;32RH10;INTERIOR;Ramal;Superficie;Colisión de vehículos;Lateral;2;2;;;;0;;;Si;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente entre 2 vehículos por alcance lateral ocupando 2 carriles centrales. Con daños al patrimonio y sin heridos, se recogen restos (10 bolsas de servicio).;1 bañera 1,20 y 2 hitos H-75;10 Bolsas de servicio;Cortados carriles centrales desde las 17:24 h hasta las 18:54 h;;
12/11/2016;19:25;;20161112-0021; C-E-ACC-01;M30;06XL80;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente entre 3 vehículos por alcance ocupando el carril derecho. Cuando llega el vigilante quedan 2 vehículos implicados. Sin daños al patrimonio y 1 herido leve dado de alta en el punto. 1 vehículo se retira por sus medios y otro en su grúa.;;;Cortado el carril derecho desde las 19:37 h hasta las 20:19 h;;
12/11/2016;19:15;;20161112-0022; C-E-ACC-01;M30;10XL60;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;4;4;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente entre 4 vehículos por alcance ocupando el carril derecho. 1 herido leve trasladado por el Samur al hospital.;;;Cortado el carril derecho desde las 19:15 h hasta las 20:26 h;;
12/11/2016;20:19;;20161112-0024;C-P-ACC-01;M30;11XL30;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;1;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión alcance carril izquierdo, a mi llegada jefe de turnolo pasa al arcén derecho, corto 1/4 de carril derecho, hasta retirada por sus medios una vez tomado datos.;;;;;
12/11/2016;21:23;;20161112-0025;C-P-ACC-01;M30;21NC40;INTERIOR;Tronco;Superficie;Salida de vía;Lateral;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Aviso, salida de vía margen derecho con daños sin heridos.;;;;;
12/11/2016;22:16;;20161112-0028;C-P-ACC-01;M30;12RH30;INTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Salida de vía contra muro, sin heridos ni daños carril derecho, corto carril hasta retirada de este en frúa usuario.;;;;;
13/11/2016;06:30;;20161113-0003; C-E-ACC-01;A2;04AL30;SALIDA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Señalizar accidente por alcance sin daños a patrimonio y un herido trasladado al Clínico con pronóstico reservado, vehículo 1 grúas movilidad y vehículo 2 en su grúa seguro.;;;;;
13/11/2016;06:44;;20161113-0005;  T-E-ACC-01;M30;18RM37;EXTERIOR;Ramal;Túnel;Vuelco;Lateral;1;1;;;1;0;;;Si;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón/AIAM Portugal;Vehículo con vuelco total, señalizamos y estabilizamos junto con bomberos. retira vehículo grúa movilidad.;bordillo golpeado, vitrex y luminaria arrancada.;;;;
14/11/2016;09:53;;20161114-0013;C-P-ACC-01;M30;10XL20;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colaborar con M-4 en accidente en carril derecho y lo retira  Ollero.;en acci;;;;
14/11/2016;10:00;;20161114-0015;C-P-ACC-01;M30;19NC30;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Accidente en carril izqueirdo. Policía los saca a fuera de zona.;;;;;
14/11/2016;10:28;;20161114-0019;C-P-ACC-01;M30;07XC10;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Aviso de C.T de accidetne por alcance, cuando llego esta solo Policía, se retiran por sus medios. No puedo tirar fotografia.;;;;;
14/11/2016;16:30;;20161114-0032; C-E-ACC-01;M30;01XC80;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;2;;;3;2;;;No;Congestionada;Seco y Limpio;P.M., SAMUR y Bomberos;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Golpe lateral a cambiar de carril, un vehiculo queda subido en mediana y es bajado por Bomberos. 3 heridos atendidos por Samur, 2 trasladados (personas mayores);;;;;
14/11/2016;19:15;;20161114-0037;C-P-ACC-01;A4;05UL00;SALIDA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Corto carril derecho, por accidente, Policia retira los vehiculos fuera de zona.;;;;;
